conceptId,name,description,conceptTypeName,rootConceptId,rootConceptName,partOfConceptId,partOfName,partOrder,referenceToConceptId,referenceToName
,Accreditation,"Category: Primary. An endorsement by a duly recognized and acknowledged third party that indicates ability, competence, knowledge, provenance, or quality.",Information Concept,,,,,,,
,Academic,Type for Accreditation,Information Concept Type,,Accreditation,,Accreditation,1,,
,Professional,Type for Accreditation,Information Concept Type,,Accreditation,,Accreditation,2,,
,Governmental,Type for Accreditation,Information Concept Type,,Accreditation,,Accreditation,3,,
,Pending,State for Accreditation,Information Concept State,,Accreditation,,Accreditation,1,,
,Active,State for Accreditation,Information Concept State,,Accreditation,,Accreditation,2,,
,Inactive,State for Accreditation,Information Concept State,,Accreditation,,Accreditation,3,,
,Accreditation -> Competency,Related information concept link from Accreditation to Competency,Information Concept Link,,Accreditation,,Accreditation,1,,Competency
,Accreditation -> Human Resource,Related information concept link from Accreditation to Human Resource,Information Concept Link,,Accreditation,,Accreditation,2,,Human Resource
,Accreditation -> Job,Related information concept link from Accreditation to Job,Information Concept Link,,Accreditation,,Accreditation,3,,Job
,Accreditation -> Partner,Related information concept link from Accreditation to Partner,Information Concept Link,,Accreditation,,Accreditation,4,,Partner
,Accreditation -> Policy,Related information concept link from Accreditation to Policy,Information Concept Link,,Accreditation,,Accreditation,5,,Policy
,Accreditation -> Public Sector Entity,Related information concept link from Accreditation to Public Sector Entity,Information Concept Link,,Accreditation,,Accreditation,6,,Public Sector Entity
,Agreement,Category: Primary. A set of legally binding rights and obligations between two or more legal entities.,Information Concept,,,,,,,
,Bilateral,Type for Agreement,Information Concept Type,,Agreement,,Agreement,1,,
,Multilateral,Type for Agreement,Information Concept Type,,Agreement,,Agreement,2,,
,Express,Type for Agreement,Information Concept Type,,Agreement,,Agreement,3,,
,Implied,Type for Agreement,Information Concept Type,,Agreement,,Agreement,4,,
,Pending,State for Agreement,Information Concept State,,Agreement,,Agreement,1,,
,In Force,State for Agreement,Information Concept State,,Agreement,,Agreement,2,,
,Terminated,State for Agreement,Information Concept State,,Agreement,,Agreement,3,,
,Abandoned,State for Agreement,Information Concept State,,Agreement,,Agreement,4,,
,Agreement -> Agreement,Related information concept link from Agreement to Agreement,Information Concept Link,,Agreement,,Agreement,1,,Agreement
,Agreement -> Asset,Related information concept link from Agreement to Asset,Information Concept Link,,Agreement,,Agreement,2,,Asset
,Agreement -> Channel,Related information concept link from Agreement to Channel,Information Concept Link,,Agreement,,Agreement,3,,Channel
,Agreement -> Constituent,Related information concept link from Agreement to Constituent,Information Concept Link,,Agreement,,Agreement,4,,Constituent
,Agreement -> Content,Related information concept link from Agreement to Content,Information Concept Link,,Agreement,,Agreement,5,,Content
,Agreement -> Energy,Related information concept link from Agreement to Energy,Information Concept Link,,Agreement,,Agreement,6,,Energy
,Agreement -> Financial Account,Related information concept link from Agreement to Financial Account,Information Concept Link,,Agreement,,Agreement,7,,Financial Account
,Agreement -> Government Service,Related information concept link from Agreement to Government Service,Information Concept Link,,Agreement,,Agreement,8,,Government Service
,Agreement -> Human Resource,Related information concept link from Agreement to Human Resource,Information Concept Link,,Agreement,,Agreement,9,,Human Resource
,Agreement -> Infrastructure,Related information concept link from Agreement to Infrastructure,Information Concept Link,,Agreement,,Agreement,10,,Infrastructure
,Agreement -> Partner,Related information concept link from Agreement to Partner,Information Concept Link,,Agreement,,Agreement,11,,Partner
,Agreement -> Payment,Related information concept link from Agreement to Payment,Information Concept Link,,Agreement,,Agreement,12,,Payment
,Agreement -> Policy,Related information concept link from Agreement to Policy,Information Concept Link,,Agreement,,Agreement,13,,Policy
,Agreement -> Time,Related information concept link from Agreement to Time,Information Concept Link,,Agreement,,Agreement,14,,Time
,Agreement Term,Category: Secondary. A legally enforceable condition set forth within the bounds of an agreement.,Information Concept,,,,,,,
,Survivable,Type for Agreement Term,Information Concept Type,,Agreement Term,,Agreement Term,1,,
,Non-survivable,Type for Agreement Term,Information Concept Type,,Agreement Term,,Agreement Term,2,,
,Pending,State for Agreement Term,Information Concept State,,Agreement Term,,Agreement Term,1,,
,In Force,State for Agreement Term,Information Concept State,,Agreement Term,,Agreement Term,2,,
,Terminated,State for Agreement Term,Information Concept State,,Agreement Term,,Agreement Term,3,,
,Abandoned,State for Agreement Term,Information Concept State,,Agreement Term,,Agreement Term,4,,
,Agreement Term -> Policy,Related information concept link from Agreement Term to Policy,Information Concept Link,,Agreement Term,,Agreement Term,1,,Policy
,Asset,Category: Primary. Tangible or intangible property.,Information Concept,,,,,,,
,Tangible,Type for Asset,Information Concept Type,,Asset,,Asset,1,,
,Intangible,Type for Asset,Information Concept Type,,Asset,,Asset,2,,
,Requested,State for Asset,Information Concept State,,Asset,,Asset,1,,
,In-Preparation,State for Asset,Information Concept State,,Asset,,Asset,2,,
,In-Use,State for Asset,Information Concept State,,Asset,,Asset,3,,
,Retired,State for Asset,Information Concept State,,Asset,,Asset,4,,
,Disposed,State for Asset,Information Concept State,,Asset,,Asset,5,,
,Asset -> Accreditation,Related information concept link from Asset to Accreditation,Information Concept Link,,Asset,,Asset,1,,Accreditation
,Asset -> Asset,Related information concept link from Asset to Asset,Information Concept Link,,Asset,,Asset,2,,Asset
,Asset -> Biological Organism,Related information concept link from Asset to Biological Organism,Information Concept Link,,Asset,,Asset,3,,Biological Organism
,Asset -> Case,Related information concept link from Asset to Case,Information Concept Link,,Asset,,Asset,4,,Case
,Asset -> Competency,Related information concept link from Asset to Competency,Information Concept Link,,Asset,,Asset,5,,Competency
,Asset -> Constituent,Related information concept link from Asset to Constituent,Information Concept Link,,Asset,,Asset,6,,Constituent
,Asset -> Dispute,Related information concept link from Asset to Dispute,Information Concept Link,,Asset,,Asset,7,,Dispute
,Asset -> Evidence,Related information concept link from Asset to Evidence,Information Concept Link,,Asset,,Asset,8,,Evidence
,Asset -> Financial Forecast,Related information concept link from Asset to Financial Forecast,Information Concept Link,,Asset,,Asset,9,,Financial Forecast
,Asset -> Financial Position,Related information concept link from Asset to Financial Position,Information Concept Link,,Asset,,Asset,10,,Financial Position
,Asset -> Health Condition,Related information concept link from Asset to Health Condition,Information Concept Link,,Asset,,Asset,11,,Health Condition
,Asset -> Human Resource,Related information concept link from Asset to Human Resource,Information Concept Link,,Asset,,Asset,12,,Human Resource
,Asset -> Infrastructure,Related information concept link from Asset to Infrastructure,Information Concept Link,,Asset,,Asset,13,,Infrastructure
,Asset -> Initiative,Related information concept link from Asset to Initiative,Information Concept Link,,Asset,,Asset,14,,Initiative
,Asset -> Investment Portfolio,Related information concept link from Asset to Investment Portfolio,Information Concept Link,,Asset,,Asset,15,,Investment Portfolio
,Asset -> Job,Related information concept link from Asset to Job,Information Concept Link,,Asset,,Asset,16,,Job
,Asset -> Legislation,Related information concept link from Asset to Legislation,Information Concept Link,,Asset,,Asset,17,,Legislation
,Asset -> License,Related information concept link from Asset to License,Information Concept Link,,Asset,,Asset,18,,License
,Asset -> Location,Related information concept link from Asset to Location,Information Concept Link,,Asset,,Asset,19,,Location
,Asset -> Partner,Related information concept link from Asset to Partner,Information Concept Link,,Asset,,Asset,20,,Partner
,Asset -> Policy,Related information concept link from Asset to Policy,Information Concept Link,,Asset,,Asset,21,,Policy
,Asset -> Public Sector Entity,Related information concept link from Asset to Public Sector Entity,Information Concept Link,,Asset,,Asset,22,,Public Sector Entity
,Asset -> Standard,Related information concept link from Asset to Standard,Information Concept Link,,Asset,,Asset,23,,Standard
,Asset -> Work Item,Related information concept link from Asset to Work Item,Information Concept Link,,Asset,,Asset,24,,Work Item
,Biological Organism,Category: Primary. Non-human living thing.,Information Concept,,,,,,,
,Animal,Type for Biological Organism,Information Concept Type,,Biological Organism,,Biological Organism,1,,
,Plant,Type for Biological Organism,Information Concept Type,,Biological Organism,,Biological Organism,2,,
,Fungi,Type for Biological Organism,Information Concept Type,,Biological Organism,,Biological Organism,3,,
,Micro-organism,Type for Biological Organism,Information Concept Type,,Biological Organism,,Biological Organism,4,,
,Healthy,State for Biological Organism,Information Concept State,,Biological Organism,,Biological Organism,1,,
,Pregnant,State for Biological Organism,Information Concept State,,Biological Organism,,Biological Organism,2,,
,Newborn,State for Biological Organism,Information Concept State,,Biological Organism,,Biological Organism,3,,
,Juvenile,State for Biological Organism,Information Concept State,,Biological Organism,,Biological Organism,4,,
,Adolescent,State for Biological Organism,Information Concept State,,Biological Organism,,Biological Organism,5,,
,Adult,State for Biological Organism,Information Concept State,,Biological Organism,,Biological Organism,6,,
,Senior,State for Biological Organism,Information Concept State,,Biological Organism,,Biological Organism,7,,
,Deceased,State for Biological Organism,Information Concept State,,Biological Organism,,Biological Organism,8,,
,Under Care,State for Biological Organism,Information Concept State,,Biological Organism,,Biological Organism,9,,
,Extinct,State for Biological Organism,Information Concept State,,Biological Organism,,Biological Organism,10,,
,Endangered,State for Biological Organism,Information Concept State,,Biological Organism,,Biological Organism,11,,
,Under Protection,State for Biological Organism,Information Concept State,,Biological Organism,,Biological Organism,12,,
,Biological Organism -> Biological Organism,Related information concept link from Biological Organism to Biological Organism,Information Concept Link,,Biological Organism,,Biological Organism,1,,Biological Organism
,Biological Organism -> Case,Related information concept link from Biological Organism to Case,Information Concept Link,,Biological Organism,,Biological Organism,2,,Case
,Biological Organism -> Constituent,Related information concept link from Biological Organism to Constituent,Information Concept Link,,Biological Organism,,Biological Organism,3,,Constituent
,Biological Organism -> Conveyor,Related information concept link from Biological Organism to Conveyor,Information Concept Link,,Biological Organism,,Biological Organism,4,,Conveyor
,Biological Organism -> Energy,Related information concept link from Biological Organism to Energy,Information Concept Link,,Biological Organism,,Biological Organism,5,,Energy
,Biological Organism -> Health Condition,Related information concept link from Biological Organism to Health Condition,Information Concept Link,,Biological Organism,,Biological Organism,6,,Health Condition
,Biological Organism -> Incident,Related information concept link from Biological Organism to Incident,Information Concept Link,,Biological Organism,,Biological Organism,7,,Incident
,Biological Organism -> Initiative,Related information concept link from Biological Organism to Initiative,Information Concept Link,,Biological Organism,,Biological Organism,8,,Initiative
,Biological Organism -> Legislation,Related information concept link from Biological Organism to Legislation,Information Concept Link,,Biological Organism,,Biological Organism,9,,Legislation
,Biological Organism -> License,Related information concept link from Biological Organism to License,Information Concept Link,,Biological Organism,,Biological Organism,10,,License
,Biological Organism -> Location,Related information concept link from Biological Organism to Location,Information Concept Link,,Biological Organism,,Biological Organism,11,,Location
,Biological Organism -> Market,Related information concept link from Biological Organism to Market,Information Concept Link,,Biological Organism,,Biological Organism,12,,Market
,Biological Organism -> Material,Related information concept link from Biological Organism to Material,Information Concept Link,,Biological Organism,,Biological Organism,13,,Material
,Biological Organism -> Natural Resource,Related information concept link from Biological Organism to Natural Resource,Information Concept Link,,Biological Organism,,Biological Organism,14,,Natural Resource
,Biological Organism -> Operation,Related information concept link from Biological Organism to Operation,Information Concept Link,,Biological Organism,,Biological Organism,15,,Operation
,Biological Organism -> Order,Related information concept link from Biological Organism to Order,Information Concept Link,,Biological Organism,,Biological Organism,16,,Order
,Biological Organism -> Partner,Related information concept link from Biological Organism to Partner,Information Concept Link,,Biological Organism,,Biological Organism,17,,Partner
,Biological Organism -> Plan,Related information concept link from Biological Organism to Plan,Information Concept Link,,Biological Organism,,Biological Organism,18,,Plan
,Biological Organism -> Policy,Related information concept link from Biological Organism to Policy,Information Concept Link,,Biological Organism,,Biological Organism,19,,Policy
,Biological Organism -> Route,Related information concept link from Biological Organism to Route,Information Concept Link,,Biological Organism,,Biological Organism,20,,Route
,Biological Organism -> Strategy,Related information concept link from Biological Organism to Strategy,Information Concept Link,,Biological Organism,,Biological Organism,21,,Strategy
,Biological Organism -> Trip,Related information concept link from Biological Organism to Trip,Information Concept Link,,Biological Organism,,Biological Organism,22,,Trip
,Brand,"Category: Primary. A name, symbol, or design that identifies and differentiates products, offerings, or organizational identities.",Information Concept,,,,,,,
,Name,Type for Brand,Information Concept Type,,Brand,,Brand,1,,
,Symbol,Type for Brand,Information Concept Type,,Brand,,Brand,2,,
,Mark,Type for Brand,Information Concept Type,,Brand,,Brand,3,,
,Logo,Type for Brand,Information Concept Type,,Brand,,Brand,4,,
,Tagline,Type for Brand,Information Concept Type,,Brand,,Brand,5,,
,Service Mark,Type for Brand,Information Concept Type,,Brand,,Brand,6,,
,Jingle,Type for Brand,Information Concept Type,,Brand,,Brand,7,,
,Sound,Type for Brand,Information Concept Type,,Brand,,Brand,8,,
,Proposed,State for Brand,Information Concept State,,Brand,,Brand,1,,
,Accepted,State for Brand,Information Concept State,,Brand,,Brand,2,,
,Retired,State for Brand,Information Concept State,,Brand,,Brand,3,,
,Brand -> Channel,Related information concept link from Brand to Channel,Information Concept Link,,Brand,,Brand,1,,Channel
,Brand -> Infrastructure,Related information concept link from Brand to Infrastructure,Information Concept Link,,Brand,,Brand,2,,Infrastructure
,Brand -> Intellectual Property Rights,Related information concept link from Brand to Intellectual Property Rights,Information Concept Link,,Brand,,Brand,3,,Intellectual Property Rights
,Brand -> Message,Related information concept link from Brand to Message,Information Concept Link,,Brand,,Brand,4,,Message
,Brand -> Partner,Related information concept link from Brand to Partner,Information Concept Link,,Brand,,Brand,5,,Partner
,Brand -> Plan,Related information concept link from Brand to Plan,Information Concept Link,,Brand,,Brand,6,,Plan
,Brand -> Policy,Related information concept link from Brand to Policy,Information Concept Link,,Brand,,Brand,7,,Policy
,Brand -> Public Sector Entity,Related information concept link from Brand to Public Sector Entity,Information Concept Link,,Brand,,Brand,8,,Public Sector Entity
,Brand -> Strategy,Related information concept link from Brand to Strategy,Information Concept Link,,Brand,,Brand,9,,Strategy
,Campaign,"Category: Primary. An outreach activity that targets a specific population, for example, constituents, human resources, partners, and patients, to achieve a certain goal, such as marketing awareness, hiring activities, and health awareness.",Information Concept,,,,,,,
,Internal,Type for Campaign,Information Concept Type,,Campaign,,Campaign,1,,
,External,Type for Campaign,Information Concept Type,,Campaign,,Campaign,2,,
,Planned,State for Campaign,Information Concept State,,Campaign,,Campaign,1,,
,Designed,State for Campaign,Information Concept State,,Campaign,,Campaign,2,,
,Launched,State for Campaign,Information Concept State,,Campaign,,Campaign,3,,
,In-Process,State for Campaign,Information Concept State,,Campaign,,Campaign,4,,
,Completed,State for Campaign,Information Concept State,,Campaign,,Campaign,5,,
,Terminated,State for Campaign,Information Concept State,,Campaign,,Campaign,6,,
,Campaign -> Brand,Related information concept link from Campaign to Brand,Information Concept Link,,Campaign,,Campaign,1,,Brand
,Campaign -> Channel,Related information concept link from Campaign to Channel,Information Concept Link,,Campaign,,Campaign,2,,Channel
,Campaign -> Constituent,Related information concept link from Campaign to Constituent,Information Concept Link,,Campaign,,Campaign,3,,Constituent
,Campaign -> Content,Related information concept link from Campaign to Content,Information Concept Link,,Campaign,,Campaign,4,,Content
,Campaign -> Energy,Related information concept link from Campaign to Energy,Information Concept Link,,Campaign,,Campaign,5,,Energy
,Campaign -> Financial Forecast,Related information concept link from Campaign to Financial Forecast,Information Concept Link,,Campaign,,Campaign,6,,Financial Forecast
,Campaign -> Financial Position,Related information concept link from Campaign to Financial Position,Information Concept Link,,Campaign,,Campaign,7,,Financial Position
,Campaign -> Government Service,Related information concept link from Campaign to Government Service,Information Concept Link,,Campaign,,Campaign,8,,Government Service
,Campaign -> Initiative,Related information concept link from Campaign to Initiative,Information Concept Link,,Campaign,,Campaign,9,,Initiative
,Campaign -> Intellectual Property Rights,Related information concept link from Campaign to Intellectual Property Rights,Information Concept Link,,Campaign,,Campaign,10,,Intellectual Property Rights
,Campaign -> Interaction,Related information concept link from Campaign to Interaction,Information Concept Link,,Campaign,,Campaign,11,,Interaction
,Campaign -> Job,Related information concept link from Campaign to Job,Information Concept Link,,Campaign,,Campaign,12,,Job
,Campaign -> Location,Related information concept link from Campaign to Location,Information Concept Link,,Campaign,,Campaign,13,,Location
,Campaign -> Market,Related information concept link from Campaign to Market,Information Concept Link,,Campaign,,Campaign,14,,Market
,Campaign -> Natural Resource,Related information concept link from Campaign to Natural Resource,Information Concept Link,,Campaign,,Campaign,15,,Natural Resource
,Campaign -> Partner,Related information concept link from Campaign to Partner,Information Concept Link,,Campaign,,Campaign,16,,Partner
,Campaign -> Plan,Related information concept link from Campaign to Plan,Information Concept Link,,Campaign,,Campaign,17,,Plan
,Campaign -> Policy,Related information concept link from Campaign to Policy,Information Concept Link,,Campaign,,Campaign,18,,Policy
,Campaign -> Strategy,Related information concept link from Campaign to Strategy,Information Concept Link,,Campaign,,Campaign,19,,Strategy
,Campaign -> Training Course,Related information concept link from Campaign to Training Course,Information Concept Link,,Campaign,,Campaign,20,,Training Course
,Case,"Category: Primary. An instance of a need or demand that requires resolution, such as in the context of legal, social welfare, healthcare, or related government services.",Information Concept,,,,,,,
,Legal,Type for Case,Information Concept Type,,Case,,Case,1,,
,Health,Type for Case,Information Concept Type,,Case,,Case,2,,
,Financial,Type for Case,Information Concept Type,,Case,,Case,3,,
,Submitted,State for Case,Information Concept State,,Case,,Case,1,,
,Pending,State for Case,Information Concept State,,Case,,Case,2,,
,Active,State for Case,Information Concept State,,Case,,Case,3,,
,Inactive,State for Case,Information Concept State,,Case,,Case,4,,
,Completed,State for Case,Information Concept State,,Case,,Case,5,,
,Case -> Case,Related information concept link from Case to Case,Information Concept Link,,Case,,Case,1,,Case
,Case -> Channel,Related information concept link from Case to Channel,Information Concept Link,,Case,,Case,2,,Channel
,Case -> Constituent,Related information concept link from Case to Constituent,Information Concept Link,,Case,,Case,3,,Constituent
,Case -> Government Service,Related information concept link from Case to Government Service,Information Concept Link,,Case,,Case,4,,Government Service
,Case -> Human Resource,Related information concept link from Case to Human Resource,Information Concept Link,,Case,,Case,5,,Human Resource
,Case -> Message,Related information concept link from Case to Message,Information Concept Link,,Case,,Case,6,,Message
,Case -> Partner,Related information concept link from Case to Partner,Information Concept Link,,Case,,Case,7,,Partner
,Case -> Payment,Related information concept link from Case to Payment,Information Concept Link,,Case,,Case,8,,Payment
,Case -> Plan,Related information concept link from Case to Plan,Information Concept Link,,Case,,Case,9,,Plan
,Case -> Policy,Related information concept link from Case to Policy,Information Concept Link,,Case,,Case,10,,Policy
,Case -> Public Sector Entity,Related information concept link from Case to Public Sector Entity,Information Concept Link,,Case,,Case,11,,Public Sector Entity
,Case -> Schedule,Related information concept link from Case to Schedule,Information Concept Link,,Case,,Case,12,,Schedule
,Case -> Submission,Related information concept link from Case to Submission,Information Concept Link,,Case,,Case,13,,Submission
,Case -> Work Item,Related information concept link from Case to Work Item,Information Concept Link,,Case,,Case,14,,Work Item
,Channel,"Category: Primary. A digital, analog, or physical conduit through which products, related services, or communications are delivered or received, including the Internet, phone, delivery service, satellite, radio, or physical means.",Information Concept,,,,,,,
,Digital,Type for Channel,Information Concept Type,,Channel,,Channel,1,,
,Analog,Type for Channel,Information Concept Type,,Channel,,Channel,2,,
,Physical,Type for Channel,Information Concept Type,,Channel,,Channel,3,,
,Active,State for Channel,Information Concept State,,Channel,,Channel,1,,
,Inactive,State for Channel,Information Concept State,,Channel,,Channel,2,,
,Channel -> Channel,Related information concept link from Channel to Channel,Information Concept Link,,Channel,,Channel,1,,Channel
,Channel -> Location,Related information concept link from Channel to Location,Information Concept Link,,Channel,,Channel,2,,Location
,Channel -> Policy,Related information concept link from Channel to Policy,Information Concept Link,,Channel,,Channel,3,,Policy
,Channel -> Strategy,Related information concept link from Channel to Strategy,Information Concept Link,,Channel,,Channel,4,,Strategy
,Claim,Category: Primary. A demand or request to indemnify constituents under the terms of an agreement.,Information Concept,,,,,,,
,Negligence,Type for Claim,Information Concept Type,,Claim,,Claim,1,,
,Injury,Type for Claim,Information Concept Type,,Claim,,Claim,2,,
,Property Damage,Type for Claim,Information Concept Type,,Claim,,Claim,3,,
,Natural Disaster Relief,Type for Claim,Information Concept Type,,Claim,,Claim,4,,
,Submitted,State for Claim,Information Concept State,,Claim,,Claim,1,,
,Pending,State for Claim,Information Concept State,,Claim,,Claim,2,,
,Active,State for Claim,Information Concept State,,Claim,,Claim,3,,
,Inactive,State for Claim,Information Concept State,,Claim,,Claim,4,,
,Completed,State for Claim,Information Concept State,,Claim,,Claim,5,,
,Claim -> Agreement,Related information concept link from Claim to Agreement,Information Concept Link,,Claim,,Claim,1,,Agreement
,Claim -> Constituent,Related information concept link from Claim to Constituent,Information Concept Link,,Claim,,Claim,2,,Constituent
,Claim -> Incident,Related information concept link from Claim to Incident,Information Concept Link,,Claim,,Claim,3,,Incident
,Claim -> Partner,Related information concept link from Claim to Partner,Information Concept Link,,Claim,,Claim,4,,Partner
,Claim -> Payment,Related information concept link from Claim to Payment,Information Concept Link,,Claim,,Claim,5,,Payment
,Claim -> Plan,Related information concept link from Claim to Plan,Information Concept Link,,Claim,,Claim,6,,Plan
,Claim -> Research,Related information concept link from Claim to Research,Information Concept Link,,Claim,,Claim,7,,Research
,Claim -> Strategy,Related information concept link from Claim to Strategy,Information Concept Link,,Claim,,Claim,8,,Strategy
,Competency,Category: Primary. The skills and knowledge necessary to do something.,Information Concept,,,,,,,
,Learned,Type for Competency,Information Concept Type,,Competency,,Competency,1,,
,Intrinsic,Type for Competency,Information Concept Type,,Competency,,Competency,2,,
,Identified,State for Competency,Information Concept State,,Competency,,Competency,1,,
,Developing,State for Competency,Information Concept State,,Competency,,Competency,2,,
,Achieved,State for Competency,Information Concept State,,Competency,,Competency,3,,
,Dated,State for Competency,Information Concept State,,Competency,,Competency,4,,
,Competency -> Competency,Related information concept link from Competency to Competency,Information Concept Link,,Competency,,Competency,1,,Competency
,Competency -> Content,Related information concept link from Competency to Content,Information Concept Link,,Competency,,Competency,2,,Content
,Competency -> Language,Related information concept link from Competency to Language,Information Concept Link,,Competency,,Competency,3,,Language
,Competency -> Plan,Related information concept link from Competency to Plan,Information Concept Link,,Competency,,Competency,4,,Plan
,Competency -> Policy,Related information concept link from Competency to Policy,Information Concept Link,,Competency,,Competency,5,,Policy
,Competency -> Training Course,Related information concept link from Competency to Training Course,Information Concept Link,,Competency,,Competency,6,,Training Course
,Constituent,Category: Primary. An individual or entity relative to an organization's sphere of responsibility.,Information Concept,,,,,,,
,Individual,Type for Constituent,Information Concept Type,,Constituent,,Constituent,1,,
,Organization,Type for Constituent,Information Concept Type,,Constituent,,Constituent,2,,
,Citizen,Type for Constituent,Information Concept Type,,Constituent,,Constituent,3,,
,Migrant,Type for Constituent,Information Concept Type,,Constituent,,Constituent,4,,
,Asylum Seeker,Type for Constituent,Information Concept Type,,Constituent,,Constituent,5,,
,Candidate,Type for Constituent,Information Concept Type,,Constituent,,Constituent,6,,
,Voter,Type for Constituent,Information Concept Type,,Constituent,,Constituent,7,,
,Electorate,Type for Constituent,Information Concept Type,,Constituent,,Constituent,8,,
,Healthy,State for Constituent,Information Concept State,,Constituent,,Constituent,1,,
,Pregnant,State for Constituent,Information Concept State,,Constituent,,Constituent,2,,
,Newborn,State for Constituent,Information Concept State,,Constituent,,Constituent,3,,
,Juvenile,State for Constituent,Information Concept State,,Constituent,,Constituent,4,,
,Adolescent,State for Constituent,Information Concept State,,Constituent,,Constituent,5,,
,Adult,State for Constituent,Information Concept State,,Constituent,,Constituent,6,,
,Senior,State for Constituent,Information Concept State,,Constituent,,Constituent,7,,
,Deceased,State for Constituent,Information Concept State,,Constituent,,Constituent,8,,
,Under Care,State for Constituent,Information Concept State,,Constituent,,Constituent,9,,
,Prospective Citizen,State for Constituent,Information Concept State,,Constituent,,Constituent,10,,
,Citizen,State for Constituent,Information Concept State,,Constituent,,Constituent,11,,
,Naturalized,State for Constituent,Information Concept State,,Constituent,,Constituent,12,,
,De-naturalized,State for Constituent,Information Concept State,,Constituent,,Constituent,13,,
,Constituent -> Channel,Related information concept link from Constituent to Channel,Information Concept Link,,Constituent,,Constituent,1,,Channel
,Constituent -> Constituent,Related information concept link from Constituent to Constituent,Information Concept Link,,Constituent,,Constituent,2,,Constituent
,Constituent -> Government Service,Related information concept link from Constituent to Government Service,Information Concept Link,,Constituent,,Constituent,3,,Government Service
,Constituent -> Human Resource,Related information concept link from Constituent to Human Resource,Information Concept Link,,Constituent,,Constituent,4,,Human Resource
,Constituent -> Initiative,Related information concept link from Constituent to Initiative,Information Concept Link,,Constituent,,Constituent,5,,Initiative
,Constituent -> Language,Related information concept link from Constituent to Language,Information Concept Link,,Constituent,,Constituent,6,,Language
,Constituent -> Legislation,Related information concept link from Constituent to Legislation,Information Concept Link,,Constituent,,Constituent,7,,Legislation
,Constituent -> Location,Related information concept link from Constituent to Location,Information Concept Link,,Constituent,,Constituent,8,,Location
,Constituent -> Market,Related information concept link from Constituent to Market,Information Concept Link,,Constituent,,Constituent,9,,Market
,Constituent -> Message,Related information concept link from Constituent to Message,Information Concept Link,,Constituent,,Constituent,10,,Message
,Constituent -> Partner,Related information concept link from Constituent to Partner,Information Concept Link,,Constituent,,Constituent,11,,Partner
,Constituent -> Plan,Related information concept link from Constituent to Plan,Information Concept Link,,Constituent,,Constituent,12,,Plan
,Constituent -> Policy,Related information concept link from Constituent to Policy,Information Concept Link,,Constituent,,Constituent,13,,Policy
,Constituent -> Strategy,Related information concept link from Constituent to Strategy,Information Concept Link,,Constituent,,Constituent,14,,Strategy
,Content,"Category: Primary. A creative work or other authored item, such as is manifested in audio/visual, still image, textual, experiential, mixed-media, or other forms.",Information Concept,,,,,,,
,Visual,Type for Content,Information Concept Type,,Content,,Content,1,,
,Audial,Type for Content,Information Concept Type,,Content,,Content,2,,
,Text,Type for Content,Information Concept Type,,Content,,Content,3,,
,In-Development,State for Content,Information Concept State,,Content,,Content,1,,
,Developed,State for Content,Information Concept State,,Content,,Content,2,,
,Undeveloped,State for Content,Information Concept State,,Content,,Content,3,,
,Content -> Asset,Related information concept link from Content to Asset,Information Concept Link,,Content,,Content,1,,Asset
,Content -> Channel,Related information concept link from Content to Channel,Information Concept Link,,Content,,Content,2,,Channel
,Content -> Constituent,Related information concept link from Content to Constituent,Information Concept Link,,Content,,Content,3,,Constituent
,Content -> Content,Related information concept link from Content to Content,Information Concept Link,,Content,,Content,4,,Content
,Content -> Government Service,Related information concept link from Content to Government Service,Information Concept Link,,Content,,Content,5,,Government Service
,Content -> Legislation,Related information concept link from Content to Legislation,Information Concept Link,,Content,,Content,6,,Legislation
,Content -> Location,Related information concept link from Content to Location,Information Concept Link,,Content,,Content,7,,Location
,Content -> Market,Related information concept link from Content to Market,Information Concept Link,,Content,,Content,8,,Market
,Content -> Message,Related information concept link from Content to Message,Information Concept Link,,Content,,Content,9,,Message
,Content -> Partner,Related information concept link from Content to Partner,Information Concept Link,,Content,,Content,10,,Partner
,Content -> Plan,Related information concept link from Content to Plan,Information Concept Link,,Content,,Content,11,,Plan
,Content -> Policy,Related information concept link from Content to Policy,Information Concept Link,,Content,,Content,12,,Policy
,Content -> Strategy,Related information concept link from Content to Strategy,Information Concept Link,,Content,,Content,13,,Strategy
,Content Impression,Category: Secondary. An instance of content consumption.,Information Concept,,,,,,,
,Organic,Type for Content Impression,Information Concept Type,,Content Impression,,Content Impression,1,,
,Paid,Type for Content Impression,Information Concept Type,,Content Impression,,Content Impression,2,,
,Viral,Type for Content Impression,Information Concept Type,,Content Impression,,Content Impression,3,,
,Recognized,State for Content Impression,Information Concept State,,Content Impression,,Content Impression,1,,
,Unrecognized,State for Content Impression,Information Concept State,,Content Impression,,Content Impression,2,,
,Conveyor,"Category: Primary. An apparatus or assembly, whether human or robot-piloted, that has the capacity to transport people and physical items, such as animals, goods, or other assets.",Information Concept,,,,,,,
,Trucks,Type for Conveyor,Information Concept Type,,Conveyor,,Conveyor,1,,
,Airplanes,Type for Conveyor,Information Concept Type,,Conveyor,,Conveyor,2,,
,Automobiles,Type for Conveyor,Information Concept Type,,Conveyor,,Conveyor,3,,
,Carts,Type for Conveyor,Information Concept Type,,Conveyor,,Conveyor,4,,
