conceptId,name,description,conceptTypeName,rootConceptId,rootConceptName,partOfConceptId,partOfName,partOrder,referenceToConceptId,referenceToName
,Initiative -> Partner,Related information concept link from Initiative to Partner,Information Concept Link,,Initiative,,Initiative,6,,Partner
,Initiative -> Policy,Related information concept link from Initiative to Policy,Information Concept Link,,Initiative,,Initiative,7,,Policy
,Initiative -> Strategy,Related information concept link from Initiative to Strategy,Information Concept Link,,Initiative,,Initiative,8,,Strategy
,Initiative -> Work Item,Related information concept link from Initiative to Work Item,Information Concept Link,,Initiative,,Initiative,9,,Work Item
,Inquiry,"Category: Primary. A question, request, feedback, or comment that may exist inside or outside of the organization.",Information Concept,,,,,,,
,Application,Type for Inquiry,Information Concept Type,,Inquiry,,Inquiry,1,,
,Feedback,Type for Inquiry,Information Concept Type,,Inquiry,,Inquiry,2,,
,Issue,Type for Inquiry,Information Concept Type,,Inquiry,,Inquiry,3,,
,Question,Type for Inquiry,Information Concept Type,,Inquiry,,Inquiry,4,,
,Request,Type for Inquiry,Information Concept Type,,Inquiry,,Inquiry,5,,
,Detected,State for Inquiry,Information Concept State,,Inquiry,,Inquiry,1,,
,Acknowledged,State for Inquiry,Information Concept State,,Inquiry,,Inquiry,2,,
,Accepted,State for Inquiry,Information Concept State,,Inquiry,,Inquiry,3,,
,Rejected,State for Inquiry,Information Concept State,,Inquiry,,Inquiry,4,,
,Concluded,State for Inquiry,Information Concept State,,Inquiry,,Inquiry,5,,
,Inquiry -> Agreement,Related information concept link from Inquiry to Agreement,Information Concept Link,,Inquiry,,Inquiry,1,,Agreement
,Inquiry -> Asset,Related information concept link from Inquiry to Asset,Information Concept Link,,Inquiry,,Inquiry,2,,Asset
,Inquiry -> Brand,Related information concept link from Inquiry to Brand,Information Concept Link,,Inquiry,,Inquiry,3,,Brand
,Inquiry -> Channel,Related information concept link from Inquiry to Channel,Information Concept Link,,Inquiry,,Inquiry,4,,Channel
,Inquiry -> Constituent,Related information concept link from Inquiry to Constituent,Information Concept Link,,Inquiry,,Inquiry,5,,Constituent
,Inquiry -> Content,Related information concept link from Inquiry to Content,Information Concept Link,,Inquiry,,Inquiry,6,,Content
,Inquiry -> Energy,Related information concept link from Inquiry to Energy,Information Concept Link,,Inquiry,,Inquiry,7,,Energy
,Inquiry -> Financial Account,Related information concept link from Inquiry to Financial Account,Information Concept Link,,Inquiry,,Inquiry,8,,Financial Account
,Inquiry -> Financial Transaction,Related information concept link from Inquiry to Financial Transaction,Information Concept Link,,Inquiry,,Inquiry,9,,Financial Transaction
,Inquiry -> Government Service,Related information concept link from Inquiry to Government Service,Information Concept Link,,Inquiry,,Inquiry,10,,Government Service
,Inquiry -> Human Resource,Related information concept link from Inquiry to Human Resource,Information Concept Link,,Inquiry,,Inquiry,11,,Human Resource
,Inquiry -> Incident,Related information concept link from Inquiry to Incident,Information Concept Link,,Inquiry,,Inquiry,12,,Incident
,Inquiry -> Initiative,Related information concept link from Inquiry to Initiative,Information Concept Link,,Inquiry,,Inquiry,13,,Initiative
,Inquiry -> Inquiry,Related information concept link from Inquiry to Inquiry,Information Concept Link,,Inquiry,,Inquiry,14,,Inquiry
,Inquiry -> Interaction,Related information concept link from Inquiry to Interaction,Information Concept Link,,Inquiry,,Inquiry,15,,Interaction
,Inquiry -> Natural Resource,Related information concept link from Inquiry to Natural Resource,Information Concept Link,,Inquiry,,Inquiry,16,,Natural Resource
,Inquiry -> Order,Related information concept link from Inquiry to Order,Information Concept Link,,Inquiry,,Inquiry,17,,Order
,Inquiry -> Partner,Related information concept link from Inquiry to Partner,Information Concept Link,,Inquiry,,Inquiry,18,,Partner
,Inquiry -> Policy,Related information concept link from Inquiry to Policy,Information Concept Link,,Inquiry,,Inquiry,19,,Policy
,Inquiry -> Research,Related information concept link from Inquiry to Research,Information Concept Link,,Inquiry,,Inquiry,20,,Research
,Inquiry -> Strategy,Related information concept link from Inquiry to Strategy,Information Concept Link,,Inquiry,,Inquiry,21,,Strategy
,Inquiry -> Training Course,Related information concept link from Inquiry to Training Course,Information Concept Link,,Inquiry,,Inquiry,22,,Training Course
,Inquiry -> Work Item,Related information concept link from Inquiry to Work Item,Information Concept Link,,Inquiry,,Inquiry,23,,Work Item
,Intellectual Property Rights,"Category: Primary. A legal protection, such as patent, trademark, or copyright.",Information Concept,,,,,,,
,Patent,Type for Intellectual Property Rights,Information Concept Type,,Intellectual Property Rights,,Intellectual Property Rights,1,,
,Copyright,Type for Intellectual Property Rights,Information Concept Type,,Intellectual Property Rights,,Intellectual Property Rights,2,,
,Trademark,Type for Intellectual Property Rights,Information Concept Type,,Intellectual Property Rights,,Intellectual Property Rights,3,,
,Trade Secret,Type for Intellectual Property Rights,Information Concept Type,,Intellectual Property Rights,,Intellectual Property Rights,4,,
,Incipient,State for Intellectual Property Rights,Information Concept State,,Intellectual Property Rights,,Intellectual Property Rights,1,,
,Applied-for,State for Intellectual Property Rights,Information Concept State,,Intellectual Property Rights,,Intellectual Property Rights,2,,
,Granted,State for Intellectual Property Rights,Information Concept State,,Intellectual Property Rights,,Intellectual Property Rights,3,,
,Intellectual Property Rights -> Agreement,Related information concept link from Intellectual Property Rights to Agreement,Information Concept Link,,Intellectual Property Rights,,Intellectual Property Rights,1,,Agreement
,Intellectual Property Rights -> Asset,Related information concept link from Intellectual Property Rights to Asset,Information Concept Link,,Intellectual Property Rights,,Intellectual Property Rights,2,,Asset
,Intellectual Property Rights -> Content,Related information concept link from Intellectual Property Rights to Content,Information Concept Link,,Intellectual Property Rights,,Intellectual Property Rights,3,,Content
,Intellectual Property Rights -> Intellectual Property Rights,Related information concept link from Intellectual Property Rights to Intellectual Property Rights,Information Concept Link,,Intellectual Property Rights,,Intellectual Property Rights,4,,Intellectual Property Rights
,Intellectual Property Rights -> Public Sector Entity,Related information concept link from Intellectual Property Rights to Public Sector Entity,Information Concept Link,,Intellectual Property Rights,,Intellectual Property Rights,5,,Public Sector Entity
,Interaction,"Category: Primary. A set of contemporaneous collaborations or contacts about a given subject, over a span of time, between two or more entities, using one or more channels, at one or more physical or virtual locations such as meetings, interviews, seminars, or consultations.",Information Concept,,,,,,,
,Internal,Type for Interaction,Information Concept Type,,Interaction,,Interaction,1,,
,External,Type for Interaction,Information Concept Type,,Interaction,,Interaction,2,,
,Meeting,Type for Interaction,Information Concept Type,,Interaction,,Interaction,3,,
,Interview,Type for Interaction,Information Concept Type,,Interaction,,Interaction,4,,
,Seminar,Type for Interaction,Information Concept Type,,Interaction,,Interaction,5,,
,Consultation,Type for Interaction,Information Concept Type,,Interaction,,Interaction,6,,
,In-Progress,State for Interaction,Information Concept State,,Interaction,,Interaction,1,,
,Past,State for Interaction,Information Concept State,,Interaction,,Interaction,2,,
,Planned,State for Interaction,Information Concept State,,Interaction,,Interaction,3,,
,Interaction -> Agreement,Related information concept link from Interaction to Agreement,Information Concept Link,,Interaction,,Interaction,1,,Agreement
,Interaction -> Asset,Related information concept link from Interaction to Asset,Information Concept Link,,Interaction,,Interaction,2,,Asset
,Interaction -> Channel,Related information concept link from Interaction to Channel,Information Concept Link,,Interaction,,Interaction,3,,Channel
,Interaction -> Constituent,Related information concept link from Interaction to Constituent,Information Concept Link,,Interaction,,Interaction,4,,Constituent
,Interaction -> Content,Related information concept link from Interaction to Content,Information Concept Link,,Interaction,,Interaction,5,,Content
,Interaction -> Dispute,Related information concept link from Interaction to Dispute,Information Concept Link,,Interaction,,Interaction,6,,Dispute
,Interaction -> Evidence,Related information concept link from Interaction to Evidence,Information Concept Link,,Interaction,,Interaction,7,,Evidence
,Interaction -> Government Service,Related information concept link from Interaction to Government Service,Information Concept Link,,Interaction,,Interaction,8,,Government Service
,Interaction -> Human Resource,Related information concept link from Interaction to Human Resource,Information Concept Link,,Interaction,,Interaction,9,,Human Resource
,Interaction -> Infrastructure,Related information concept link from Interaction to Infrastructure,Information Concept Link,,Interaction,,Interaction,10,,Infrastructure
,Interaction -> Initiative,Related information concept link from Interaction to Initiative,Information Concept Link,,Interaction,,Interaction,11,,Initiative
,Interaction -> Interaction,Related information concept link from Interaction to Interaction,Information Concept Link,,Interaction,,Interaction,12,,Interaction
,Interaction -> Language,Related information concept link from Interaction to Language,Information Concept Link,,Interaction,,Interaction,13,,Language
,Interaction -> Legislation,Related information concept link from Interaction to Legislation,Information Concept Link,,Interaction,,Interaction,14,,Legislation
,Interaction -> Location,Related information concept link from Interaction to Location,Information Concept Link,,Interaction,,Interaction,15,,Location
,Interaction -> Market,Related information concept link from Interaction to Market,Information Concept Link,,Interaction,,Interaction,16,,Market
,Interaction -> Objective,Related information concept link from Interaction to Objective,Information Concept Link,,Interaction,,Interaction,17,,Objective
,Interaction -> Partner,Related information concept link from Interaction to Partner,Information Concept Link,,Interaction,,Interaction,18,,Partner
,Interaction -> Plan,Related information concept link from Interaction to Plan,Information Concept Link,,Interaction,,Interaction,19,,Plan
,Interaction -> Policy,Related information concept link from Interaction to Policy,Information Concept Link,,Interaction,,Interaction,20,,Policy
,Interaction -> Public Sector Entity,Related information concept link from Interaction to Public Sector Entity,Information Concept Link,,Interaction,,Interaction,21,,Public Sector Entity
,Interaction -> Strategy,Related information concept link from Interaction to Strategy,Information Concept Link,,Interaction,,Interaction,22,,Strategy
,Interaction -> Training Course,Related information concept link from Interaction to Training Course,Information Concept Link,,Interaction,,Interaction,23,,Training Course
,Investment Portfolio,Category: Primary. A set of resources expected to increase in value or provide income.,Information Concept,,,,,,,
,Financial Instrument,Type for Investment Portfolio,Information Concept Type,,Investment Portfolio,,Investment Portfolio,1,,
,Property,Type for Investment Portfolio,Information Concept Type,,Investment Portfolio,,Investment Portfolio,2,,
,Active,State for Investment Portfolio,Information Concept State,,Investment Portfolio,,Investment Portfolio,1,,
,Closed,State for Investment Portfolio,Information Concept State,,Investment Portfolio,,Investment Portfolio,2,,
,Pending,State for Investment Portfolio,Information Concept State,,Investment Portfolio,,Investment Portfolio,3,,
,Investment Portfolio -> Agreement,Related information concept link from Investment Portfolio to Agreement,Information Concept Link,,Investment Portfolio,,Investment Portfolio,1,,Agreement
,Investment Portfolio -> Currency,Related information concept link from Investment Portfolio to Currency,Information Concept Link,,Investment Portfolio,,Investment Portfolio,2,,Currency
,Investment Portfolio -> Financial Account,Related information concept link from Investment Portfolio to Financial Account,Information Concept Link,,Investment Portfolio,,Investment Portfolio,3,,Financial Account
,Investment Portfolio -> Financial Forecast,Related information concept link from Investment Portfolio to Financial Forecast,Information Concept Link,,Investment Portfolio,,Investment Portfolio,4,,Financial Forecast
,Investment Portfolio -> Financial Instrument,Related information concept link from Investment Portfolio to Financial Instrument,Information Concept Link,,Investment Portfolio,,Investment Portfolio,5,,Financial Instrument
,Investment Portfolio -> Financial Position,Related information concept link from Investment Portfolio to Financial Position,Information Concept Link,,Investment Portfolio,,Investment Portfolio,6,,Financial Position
,Investment Portfolio -> Investment Portfolio,Related information concept link from Investment Portfolio to Investment Portfolio,Information Concept Link,,Investment Portfolio,,Investment Portfolio,7,,Investment Portfolio
,Investment Portfolio -> Payment,Related information concept link from Investment Portfolio to Payment,Information Concept Link,,Investment Portfolio,,Investment Portfolio,8,,Payment
,Investment Portfolio -> Plan,Related information concept link from Investment Portfolio to Plan,Information Concept Link,,Investment Portfolio,,Investment Portfolio,9,,Plan
,Investment Portfolio -> Policy,Related information concept link from Investment Portfolio to Policy,Information Concept Link,,Investment Portfolio,,Investment Portfolio,10,,Policy
,Investment Portfolio -> Research,Related information concept link from Investment Portfolio to Research,Information Concept Link,,Investment Portfolio,,Investment Portfolio,11,,Research
,Investment Portfolio -> Strategy,Related information concept link from Investment Portfolio to Strategy,Information Concept Link,,Investment Portfolio,,Investment Portfolio,12,,Strategy
,Job,"Category: Primary. A named category of accountabilities, whether remunerative or non-remunerative, associated with an assigned, specific, and accountable business duty, role, or function that can be executed by a human or non-human resource.",Information Concept,,,,,,,
,Permanent,Type for Job,Information Concept Type,,Job,,Job,1,,
,Temporary,Type for Job,Information Concept Type,,Job,,Job,2,,
,Closed,State for Job,Information Concept State,,Job,,Job,1,,
,Open,State for Job,Information Concept State,,Job,,Job,2,,
,Job -> Agreement,Related information concept link from Job to Agreement,Information Concept Link,,Job,,Job,1,,Agreement
,Job -> Competency,Related information concept link from Job to Competency,Information Concept Link,,Job,,Job,2,,Competency
,Job -> Constituent,Related information concept link from Job to Constituent,Information Concept Link,,Job,,Job,3,,Constituent
,Job -> Content,Related information concept link from Job to Content,Information Concept Link,,Job,,Job,4,,Content
,Job -> Job,Related information concept link from Job to Job,Information Concept Link,,Job,,Job,5,,Job
,Job -> Location,Related information concept link from Job to Location,Information Concept Link,,Job,,Job,6,,Location
,Job -> Plan,Related information concept link from Job to Plan,Information Concept Link,,Job,,Job,7,,Plan
,Job -> Policy,Related information concept link from Job to Policy,Information Concept Link,,Job,,Job,8,,Policy
,Job -> Strategy,Related information concept link from Job to Strategy,Information Concept Link,,Job,,Job,9,,Strategy
,Language,"Category: Primary. A method of communication or dialect variant consisting of units of representation or meaning, such as numbers, words, symbols, sounds, or other physical manifestations and gestures, presented in a structured way.",Information Concept,,,,,,,
,Receptive,Type for Language,Information Concept Type,,Language,,Language,1,,
,Expressive,Type for Language,Information Concept Type,,Language,,Language,2,,
,Pragmatic,Type for Language,Information Concept Type,,Language,,Language,3,,
,Recognized,State for Language,Information Concept State,,Language,,Language,1,,
,Unrecognized,State for Language,Information Concept State,,Language,,Language,2,,
,Language -> Content,Related information concept link from Language to Content,Information Concept Link,,Language,,Language,1,,Content
,Language -> Language,Related information concept link from Language to Language,Information Concept Link,,Language,,Language,2,,Language
,Language -> Location,Related information concept link from Language to Location,Information Concept Link,,Language,,Language,3,,Location
,Legislation,Category: Primary. A set of authoritative directives that include laws or related statutory instruments.,Information Concept,,,,,,,
,Bills,Type for Legislation,Information Concept Type,,Legislation,,Legislation,1,,
,Joint Resolutions,Type for Legislation,Information Concept Type,,Legislation,,Legislation,2,,
,Concurrent Resolutions,Type for Legislation,Information Concept Type,,Legislation,,Legislation,3,,
,Simple Resolution,Type for Legislation,Information Concept Type,,Legislation,,Legislation,4,,
,Regulation,Type for Legislation,Information Concept Type,,Legislation,,Legislation,5,,
,Pending,State for Legislation,Information Concept State,,Legislation,,Legislation,1,,
,Passed,State for Legislation,Information Concept State,,Legislation,,Legislation,2,,
,In Force,State for Legislation,Information Concept State,,Legislation,,Legislation,3,,
,Vetoed,State for Legislation,Information Concept State,,Legislation,,Legislation,4,,
,Rescinded,State for Legislation,Information Concept State,,Legislation,,Legislation,5,,
,Legislation -> Agreement,Related information concept link from Legislation to Agreement,Information Concept Link,,Legislation,,Legislation,1,,Agreement
,Legislation -> Event,Related information concept link from Legislation to Event,Information Concept Link,,Legislation,,Legislation,2,,Event
,Legislation -> Intellectual Property Rights,Related information concept link from Legislation to Intellectual Property Rights,Information Concept Link,,Legislation,,Legislation,3,,Intellectual Property Rights
,Legislation -> Language,Related information concept link from Legislation to Language,Information Concept Link,,Legislation,,Legislation,4,,Language
,Legislation -> Legislation,Related information concept link from Legislation to Legislation,Information Concept Link,,Legislation,,Legislation,5,,Legislation
,Legislation -> Location,Related information concept link from Legislation to Location,Information Concept Link,,Legislation,,Legislation,6,,Location
,Legislation -> Partner,Related information concept link from Legislation to Partner,Information Concept Link,,Legislation,,Legislation,7,,Partner
,Legislation -> Policy,Related information concept link from Legislation to Policy,Information Concept Link,,Legislation,,Legislation,8,,Policy
,Legislation -> Public Sector Entity,Related information concept link from Legislation to Public Sector Entity,Information Concept Link,,Legislation,,Legislation,9,,Public Sector Entity
,Legislation -> Research,Related information concept link from Legislation to Research,Information Concept Link,,Legislation,,Legislation,10,,Research
,Legislation -> Strategy,Related information concept link from Legislation to Strategy,Information Concept Link,,Legislation,,Legislation,11,,Strategy
,License,"Category: Primary. An authorization to perform a regulated activity, awarded by duly recognized governmental agency or third party, applied to an individual or organization, to engage in an activity, such as fishing, or use of regulated objects, such as modes of transportation or hazardous materials.",Information Concept,,,,,,,
,Commercial,Type for License,Information Concept Type,,License,,License,1,,
,Conveyor,Type for License,Information Concept Type,,License,,License,2,,
,Animal,Type for License,Information Concept Type,,License,,License,3,,
,Builder,Type for License,Information Concept Type,,License,,License,4,,
,Sport,Type for License,Information Concept Type,,License,,License,5,,
,Applied-for,State for License,Information Concept State,,License,,License,1,,
,Granted,State for License,Information Concept State,,License,,License,2,,
,Expired,State for License,Information Concept State,,License,,License,3,,
,License -> Channel,Related information concept link from License to Channel,Information Concept Link,,License,,License,1,,Channel
,License -> Constituent,Related information concept link from License to Constituent,Information Concept Link,,License,,License,2,,Constituent
,License -> Financial Account,Related information concept link from License to Financial Account,Information Concept Link,,License,,License,3,,Financial Account
,License -> License,Related information concept link from License to License,Information Concept Link,,License,,License,4,,License
,License -> Material,Related information concept link from License to Material,Information Concept Link,,License,,License,5,,Material
,License -> Partner,Related information concept link from License to Partner,Information Concept Link,,License,,License,6,,Partner
,License -> Policy,Related information concept link from License to Policy,Information Concept Link,,License,,License,7,,Policy
,License -> Public Sector Entity,Related information concept link from License to Public Sector Entity,Information Concept Link,,License,,License,8,,Public Sector Entity
,License -> Time,Related information concept link from License to Time,Information Concept Link,,License,,License,9,,Time
,License Term,Category: Secondary. A legally enforceable condition set forth within the bounds of a license.,Information Concept,,,,,,,
,Fixed,Type for License Term,Information Concept Type,,License Term,,License Term,1,,
,Variable,Type for License Term,Information Concept Type,,License Term,,License Term,2,,
,Pending,State for License Term,Information Concept State,,License Term,,License Term,1,,
,In Force,State for License Term,Information Concept State,,License Term,,License Term,2,,
,Terminated,State for License Term,Information Concept State,,License Term,,License Term,3,,
,Abandoned,State for License Term,Information Concept State,,License Term,,License Term,4,,
,License Term -> License Term,Related information concept link from License Term to License Term,Information Concept Link,,License Term,,License Term,1,,License Term
,License Term -> Partner,Related information concept link from License Term to Partner,Information Concept Link,,License Term,,License Term,2,,Partner
,Location,Category: Primary. A position or site.,Information Concept,,,,,,,
,Point,Type for Location,Information Concept Type,,Location,,Location,1,,
,Area,Type for Location,Information Concept Type,,Location,,Location,2,,
,Space,Type for Location,Information Concept Type,,Location,,Location,3,,
,Known,State for Location,Information Concept State,,Location,,Location,1,,
,Unknown,State for Location,Information Concept State,,Location,,Location,2,,
,Location -> Location,Related information concept link from Location to Location,Information Concept Link,,Location,,Location,1,,Location
,Market,"Category: Primary. Individuals, populations of individuals, or organizations constituting the demand for existing or future products and services.",Information Concept,,,,,,,
,Regional,Type for Market,Information Concept Type,,Market,,Market,1,,
,Conceptual,Type for Market,Information Concept Type,,Market,,Market,2,,
,Locational,Type for Market,Information Concept Type,,Market,,Market,3,,
,Non-Locational,Type for Market,Information Concept Type,,Market,,Market,4,,
,Latent,State for Market,Information Concept State,,Market,,Market,1,,
,Explicit,State for Market,Information Concept State,,Market,,Market,2,,
,Market -> Brand,Related information concept link from Market to Brand,Information Concept Link,,Market,,Market,1,,Brand
,Market -> Currency,Related information concept link from Market to Currency,Information Concept Link,,Market,,Market,2,,Currency
,Market -> Location,Related information concept link from Market to Location,Information Concept Link,,Market,,Market,3,,Location
,Material,"Category: Primary. Food, ingredients, chemicals, waste, and other physical elements used to enable an outcome including sustaining life, the growing of crops, the construction of assets and infrastructure, and the powering of equipment and conveyors.",Information Concept,,,,,,,
,Food,Type for Material,Information Concept Type,,Material,,Material,1,,
,Chemicals,Type for Material,Information Concept Type,,Material,,Material,2,,
,Fuel,Type for Material,Information Concept Type,,Material,,Material,3,,
,Waste,Type for Material,Information Concept Type,,Material,,Material,4,,
,Raw,State for Material,Information Concept State,,Material,,Material,1,,
,Sourced,State for Material,Information Concept State,,Material,,Material,2,,
,Stocked,State for Material,Information Concept State,,Material,,Material,3,,
,Depleted,State for Material,Information Concept State,,Material,,Material,4,,
,Material -> Channel,Related information concept link from Material to Channel,Information Concept Link,,Material,,Material,1,,Channel
,Material -> Location,Related information concept link from Material to Location,Information Concept Link,,Material,,Material,2,,Location
,Material -> Partner,Related information concept link from Material to Partner,Information Concept Link,,Material,,Material,3,,Partner
,Material -> Plan,Related information concept link from Material to Plan,Information Concept Link,,Material,,Material,4,,Plan
,Message,"Category: Primary. A verbal, written, recorded, or digitally-represented communication, including missives, notifications, alerts, and other internally or externally targeted communication about the organization's mission, products, plans, activities, and other focal points.",Information Concept,,,,,,,
,Internal (Inbound),Type for Message,Information Concept Type,,Message,,Message,1,,
,External (Outbound),Type for Message,Information Concept Type,,Message,,Message,2,,
,Formulating,State for Message,Information Concept State,,Message,,Message,1,,
,Formulated,State for Message,Information Concept State,,Message,,Message,2,,
,Message -> Accreditation,Related information concept link from Message to Accreditation,Information Concept Link,,Message,,Message,1,,Accreditation
,Message -> Agreement,Related information concept link from Message to Agreement,Information Concept Link,,Message,,Message,2,,Agreement
,Message -> Asset,Related information concept link from Message to Asset,Information Concept Link,,Message,,Message,3,,Asset
,Message -> Biological Organism,Related information concept link from Message to Biological Organism,Information Concept Link,,Message,,Message,4,,Biological Organism
,Message -> Campaign,Related information concept link from Message to Campaign,Information Concept Link,,Message,,Message,5,,Campaign
,Message -> Channel,Related information concept link from Message to Channel,Information Concept Link,,Message,,Message,6,,Channel
,Message -> Dispute,Related information concept link from Message to Dispute,Information Concept Link,,Message,,Message,7,,Dispute
,Message -> Energy,Related information concept link from Message to Energy,Information Concept Link,,Message,,Message,8,,Energy
,Message -> Financial Account,Related information concept link from Message to Financial Account,Information Concept Link,,Message,,Message,9,,Financial Account
,Message -> Financial Transaction,Related information concept link from Message to Financial Transaction,Information Concept Link,,Message,,Message,10,,Financial Transaction
,Message -> Geographic Border,Related information concept link from Message to Geographic Border,Information Concept Link,,Message,,Message,11,,Geographic Border
,Message -> Geographic Space,Related information concept link from Message to Geographic Space,Information Concept Link,,Message,,Message,12,,Geographic Space
,Message -> Government Service,Related information concept link from Message to Government Service,Information Concept Link,,Message,,Message,13,,Government Service
,Message -> Human Resource,Related information concept link from Message to Human Resource,Information Concept Link,,Message,,Message,14,,Human Resource
,Message -> Incident,Related information concept link from Message to Incident,Information Concept Link,,Message,,Message,15,,Incident
,Message -> Initiative,Related information concept link from Message to Initiative,Information Concept Link,,Message,,Message,16,,Initiative
,Message -> Inquiry,Related information concept link from Message to Inquiry,Information Concept Link,,Message,,Message,17,,Inquiry
,Message -> Interaction,Related information concept link from Message to Interaction,Information Concept Link,,Message,,Message,18,,Interaction
,Message -> Language,Related information concept link from Message to Language,Information Concept Link,,Message,,Message,19,,Language
,Message -> Legislation,Related information concept link from Message to Legislation,Information Concept Link,,Message,,Message,20,,Legislation
,Message -> License,Related information concept link from Message to License,Information Concept Link,,Message,,Message,21,,License
,Message -> Location,Related information concept link from Message to Location,Information Concept Link,,Message,,Message,22,,Location
,Message -> Market,Related information concept link from Message to Market,Information Concept Link,,Message,,Message,23,,Market
,Message -> Message,Related information concept link from Message to Message,Information Concept Link,,Message,,Message,24,,Message
,Message -> Natural Resource,Related information concept link from Message to Natural Resource,Information Concept Link,,Message,,Message,25,,Natural Resource
,Message -> Partner,Related information concept link from Message to Partner,Information Concept Link,,Message,,Message,26,,Partner
,Message -> Plan,Related information concept link from Message to Plan,Information Concept Link,,Message,,Message,27,,Plan
,Message -> Policy,Related information concept link from Message to Policy,Information Concept Link,,Message,,Message,28,,Policy
,Message -> Research,Related information concept link from Message to Research,Information Concept Link,,Message,,Message,29,,Research
,Message -> Strategy,Related information concept link from Message to Strategy,Information Concept Link,,Message,,Message,30,,Strategy
,Message -> Training Course,Related information concept link from Message to Training Course,Information Concept Link,,Message,,Message,31,,Training Course
,Message -> Work Item,Related information concept link from Message to Work Item,Information Concept Link,,Message,,Message,32,,Work Item
,Natural Resource,Category: Primary. Matter that can occur in nature.,Information Concept,,,,,,,
,Renewable,Type for Natural Resource,Information Concept Type,,Natural Resource,,Natural Resource,1,,
,Non-renewable,Type for Natural Resource,Information Concept Type,,Natural Resource,,Natural Resource,2,,
,Organic,Type for Natural Resource,Information Concept Type,,Natural Resource,,Natural Resource,3,,
,Inorganic,Type for Natural Resource,Information Concept Type,,Natural Resource,,Natural Resource,4,,
,Metallic,Type for Natural Resource,Information Concept Type,,Natural Resource,,Natural Resource,5,,
,Non-metallic,Type for Natural Resource,Information Concept Type,,Natural Resource,,Natural Resource,6,,
,Potential,State for Natural Resource,Information Concept State,,Natural Resource,,Natural Resource,1,,
,Sourced,State for Natural Resource,Information Concept State,,Natural Resource,,Natural Resource,2,,
,Actual,State for Natural Resource,Information Concept State,,Natural Resource,,Natural Resource,3,,
,Reserve,State for Natural Resource,Information Concept State,,Natural Resource,,Natural Resource,4,,
,Depleted,State for Natural Resource,Information Concept State,,Natural Resource,,Natural Resource,5,,
,Natural Resource -> Case,Related information concept link from Natural Resource to Case,Information Concept Link,,Natural Resource,,Natural Resource,1,,Case
,Natural Resource -> Geographic Space,Related information concept link from Natural Resource to Geographic Space,Information Concept Link,,Natural Resource,,Natural Resource,2,,Geographic Space
,Natural Resource -> Incident,Related information concept link from Natural Resource to Incident,Information Concept Link,,Natural Resource,,Natural Resource,3,,Incident
,Natural Resource -> Initiative,Related information concept link from Natural Resource to Initiative,Information Concept Link,,Natural Resource,,Natural Resource,4,,Initiative
,Natural Resource -> Legislation,Related information concept link from Natural Resource to Legislation,Information Concept Link,,Natural Resource,,Natural Resource,5,,Legislation
,Natural Resource -> Location,Related information concept link from Natural Resource to Location,Information Concept Link,,Natural Resource,,Natural Resource,6,,Location
,Natural Resource -> Operation,Related information concept link from Natural Resource to Operation,Information Concept Link,,Natural Resource,,Natural Resource,7,,Operation
,Natural Resource -> Plan,Related information concept link from Natural Resource to Plan,Information Concept Link,,Natural Resource,,Natural Resource,8,,Plan
,Natural Resource -> Policy,Related information concept link from Natural Resource to Policy,Information Concept Link,,Natural Resource,,Natural Resource,9,,Policy
,Natural Resource -> Route,Related information concept link from Natural Resource to Route,Information Concept Link,,Natural Resource,,Natural Resource,10,,Route
,Network,"Category: Primary. A set of connected arcs and nodes that may be associated with infrastructure, assets, locations, routes, and other business objects.",Information Concept,,,,,,,
,Transportation,Type for Network,Information Concept Type,,Network,,Network,1,,
,Telecommunication,Type for Network,Information Concept Type,,Network,,Network,2,,
,Infrastructure,Type for Network,Information Concept Type,,Network,,Network,3,,
,Utility,Type for Network,Information Concept Type,,Network,,Network,4,,
,Household,Type for Network,Information Concept Type,,Network,,Network,5,,
,Family,Type for Network,Information Concept Type,,Network,,Network,6,,
,"""Social Service Benefit Unit""",Type for Network,Information Concept Type,,Network,,Network,7,,
,"""Care Unit""",Type for Network,Information Concept Type,,Network,,Network,8,,
,Proposed,State for Network,Information Concept State,,Network,,Network,1,,
,Operational,State for Network,Information Concept State,,Network,,Network,2,,
,Non-operational,State for Network,Information Concept State,,Network,,Network,3,,
,Network -> Asset,Related information concept link from Network to Asset,Information Concept Link,,Network,,Network,1,,Asset
,Network -> Geographic Space,Related information concept link from Network to Geographic Space,Information Concept Link,,Network,,Network,2,,Geographic Space
,Network -> Location,Related information concept link from Network to Location,Information Concept Link,,Network,,Network,3,,Location
,Network -> Network,Related information concept link from Network to Network,Information Concept Link,,Network,,Network,4,,Network
,Network -> Plan,Related information concept link from Network to Plan,Information Concept Link,,Network,,Network,5,,Plan
,Network -> Policy,Related information concept link from Network to Policy,Information Concept Link,,Network,,Network,6,,Policy
,Network -> Strategy,Related information concept link from Network to Strategy,Information Concept Link,,Network,,Network,7,,Strategy
,Network Arc,Category: Secondary. A connection or association between nodes in a network.,Information Concept,,,,,,,
,Lane,Type for Network Arc,Information Concept Type,,Network Arc,,Network Arc,1,,
,Waterway Channel,Type for Network Arc,Information Concept Type,,Network Arc,,Network Arc,2,,
,Street,Type for Network Arc,Information Concept Type,,Network Arc,,Network Arc,3,,
